,DATE
1497,2019-08-05
1498,2019-08-06
1499,2019-08-07
1500,2019-08-08
1501,2019-08-09
1502,2019-08-10
1503,2019-08-11
1504,2019-08-12
1505,2019-08-13
1506,2019-08-14
1507,2019-08-15
1508,2019-08-16
1509,2019-08-17
1510,2019-08-18
1511,2019-08-19
1512,2019-08-20
1513,2019-08-21
1514,2019-08-22
1515,2019-08-23
1516,2019-08-24
1517,2019-08-25
1518,2019-08-26
1519,2019-08-27
1520,2019-08-28
1521,2019-08-29
1522,2019-08-30
1523,2019-08-31
1524,2019-09-01
1525,2019-09-02
1526,2019-09-03
1527,2019-09-04
1528,2019-09-05
1529,2019-09-06
1530,2019-09-07
1531,2019-09-08
1532,2019-09-09
1533,2019-09-10
1534,2019-09-11
1535,2019-09-12
1536,2019-09-13
1537,2019-09-14
1538,2019-09-15
1539,2019-09-16
1540,2019-09-17
1541,2019-09-18
1542,2019-09-19
1543,2019-09-20
1544,2019-09-21
1545,2019-09-22
1546,2019-09-23
1547,2019-09-24
1548,2019-09-25
1549,2019-09-26
1550,2019-09-27
1551,2019-09-28
1552,2019-09-29
1553,2019-09-30
1554,2019-10-01
1555,2019-10-02
1556,2019-10-03
1557,2019-10-04
1558,2019-10-05
1559,2019-10-06
1560,2019-10-07
1561,2019-10-08
1562,2019-10-09
1563,2019-10-10
1564,2019-10-11
1565,2019-10-12
1566,2019-10-13
1567,2019-10-14
1568,2019-10-15
1569,2019-10-16
1570,2019-10-17
1571,2019-10-18
1572,2019-10-19
1573,2019-10-20
1574,2019-10-21
1575,2019-10-22
1576,2019-10-23
1577,2019-10-24
1578,2019-10-25
1579,2019-10-26
1580,2019-10-27
1581,2019-10-28
1582,2019-10-29
1583,2019-10-30
1584,2019-10-31
1585,2019-11-01
1586,2019-11-02
1587,2019-11-03
1588,2019-11-04
1589,2019-11-05
1590,2019-11-06
1591,2019-11-07
1592,2019-11-08
1593,2019-11-09
1594,2019-11-10
1595,2019-11-11
1596,2019-11-12
1597,2019-11-13
1598,2019-11-14
1599,2019-11-15
1600,2019-11-16
1601,2019-11-17
1602,2019-11-18
1603,2019-11-19
1604,2019-11-20
1605,2019-11-21
1606,2019-11-22
1607,2019-11-23
1608,2019-11-24
1609,2019-11-25
1610,2019-11-26
1611,2019-11-27
1612,2019-11-28
1613,2019-11-29
1614,2019-11-30
1615,2019-12-01
1616,2019-12-02
1617,2019-12-03
1618,2019-12-04
1619,2019-12-05
1620,2019-12-06
1621,2019-12-07
1622,2019-12-08
1623,2019-12-09
1624,2019-12-10
1625,2019-12-11
1626,2019-12-12
1627,2019-12-13
1628,2019-12-14
1629,2019-12-15
1630,2019-12-16
1631,2019-12-17
1632,2019-12-18
1633,2019-12-19
1634,2019-12-20
1635,2019-12-21
1636,2019-12-22
1637,2019-12-23
1638,2019-12-24
1639,2019-12-25
1640,2019-12-26
1641,2019-12-27
1642,2019-12-28
1643,2019-12-29
1644,2019-12-30
1645,2019-12-31
1646,2020-01-01
1647,2020-01-02
1648,2020-01-03
1649,2020-01-04
1650,2020-01-05
1651,2020-01-06
1652,2020-01-07
1653,2020-01-08
1654,2020-01-09
1655,2020-01-10
1656,2020-01-11
1657,2020-01-12
1658,2020-01-13
1659,2020-01-14
1660,2020-01-15
1661,2020-01-16
1662,2020-01-17
1663,2020-01-18
1664,2020-01-19
1665,2020-01-20
1666,2020-01-21
1667,2020-01-22
1668,2020-01-23
1669,2020-01-24
1670,2020-01-25
1671,2020-01-26
1672,2020-01-27
1673,2020-01-28
1674,2020-01-29
1675,2020-01-30
1676,2020-01-31
1677,2020-02-01
1678,2020-02-02
1679,2020-02-03
1680,2020-02-04
1681,2020-02-05
1682,2020-02-06
1683,2020-02-07
1684,2020-02-08
1685,2020-02-09
1686,2020-02-10
1687,2020-02-11
1688,2020-02-12
1689,2020-02-13
1690,2020-02-14
1691,2020-02-15
1692,2020-02-16
1693,2020-02-17
1694,2020-02-18
1695,2020-02-19
1696,2020-02-20
1697,2020-02-21
1698,2020-02-22
1699,2020-02-23
1700,2020-02-24
1701,2020-02-25
1702,2020-02-26
1703,2020-02-27
1704,2020-02-28
1705,2020-02-29
1706,2020-03-01
1707,2020-03-02
1708,2020-03-03
1709,2020-03-04
1710,2020-03-05
1711,2020-03-06
1712,2020-03-07
1713,2020-03-08
1714,2020-03-09
1715,2020-03-10
1716,2020-03-11
1717,2020-03-12
1718,2020-03-13
1719,2020-03-14
1720,2020-03-15
1721,2020-03-16
1722,2020-03-17
1723,2020-03-18
1724,2020-03-19
1725,2020-03-20
1726,2020-03-21
1727,2020-03-22
1728,2020-03-23
1729,2020-03-24
1730,2020-03-25
1731,2020-03-26
1732,2020-03-27
1733,2020-03-28
1734,2020-03-29
1735,2020-03-30
1736,2020-03-31
1737,2020-04-01
1738,2020-04-02
1739,2020-04-03
1740,2020-04-04
1741,2020-04-05
1742,2020-04-06
1743,2020-04-07
1744,2020-04-08
1745,2020-04-09
1746,2020-04-10
1747,2020-04-11
1748,2020-04-12
1749,2020-04-13
1750,2020-04-14
1751,2020-04-15
1752,2020-04-16
1753,2020-04-17
1754,2020-04-18
1755,2020-04-19
1756,2020-04-20
1757,2020-04-21
1758,2020-04-22
1759,2020-04-23
1760,2020-04-24
1761,2020-04-25
1762,2020-04-26
1763,2020-04-27
1764,2020-04-28
1765,2020-04-29
1766,2020-04-30
1767,2020-05-01
1768,2020-05-02
1769,2020-05-03
1770,2020-05-04
1771,2020-05-05
1772,2020-05-06
1773,2020-05-07
1774,2020-05-08
1775,2020-05-09
1776,2020-05-10
1777,2020-05-11
1778,2020-05-12
1779,2020-05-13
1780,2020-05-14
1781,2020-05-15
1782,2020-05-16
1783,2020-05-17
1784,2020-05-18
1785,2020-05-19
1786,2020-05-20
1787,2020-05-21
1788,2020-05-22
1789,2020-05-23
1790,2020-05-24
1791,2020-05-25
1792,2020-05-26
1793,2020-05-27
1794,2020-05-28
1795,2020-05-29
1796,2020-05-30
1797,2020-05-31
1798,2020-06-01
1799,2020-06-02
1800,2020-06-03
1801,2020-06-04
1802,2020-06-05
1803,2020-06-06
1804,2020-06-07
1805,2020-06-08
1806,2020-06-09
1807,2020-06-10
1808,2020-06-11
1809,2020-06-12
1810,2020-06-13
1811,2020-06-14
1812,2020-06-15
1813,2020-06-16
1814,2020-06-17
1815,2020-06-18
1816,2020-06-19
1817,2020-06-20
1818,2020-06-21
1819,2020-06-22
1820,2020-06-23
1821,2020-06-24
1822,2020-06-25
1823,2020-06-26
1824,2020-06-27
1825,2020-06-28
1826,2020-06-29
1827,2020-06-30
1828,2020-07-01
1829,2020-07-02
1830,2020-07-03
1831,2020-07-04
1832,2020-07-05
1833,2020-07-06
1834,2020-07-07
1835,2020-07-08
1836,2020-07-09
1837,2020-07-10
1838,2020-07-11
1839,2020-07-12
1840,2020-07-13
1841,2020-07-14
1842,2020-07-15
1843,2020-07-16
1844,2020-07-17
1845,2020-07-18
1846,2020-07-19
1847,2020-07-20
1848,2020-07-21
1849,2020-07-22
1850,2020-07-23
1851,2020-07-24
1852,2020-07-25
1853,2020-07-26
1854,2020-07-27
1855,2020-07-28
1856,2020-07-29
1857,2020-07-30
1858,2020-07-31
1859,2020-08-01
1860,2020-08-02
1861,2020-08-03
1862,2020-08-04
1863,2020-08-05
1864,2020-08-06
1865,2020-08-07
1866,2020-08-08
1867,2020-08-09
1868,2020-08-10
1869,2020-08-11
1870,2020-08-12
1871,2020-08-13
1872,2020-08-14
1873,2020-08-15
1874,2020-08-16
1875,2020-08-17
1876,2020-08-18
1877,2020-08-19
1878,2020-08-20
1879,2020-08-21
1880,2020-08-22
1881,2020-08-23
1882,2020-08-24
1883,2020-08-25
1884,2020-08-26
1885,2020-08-27
1886,2020-08-28
1887,2020-08-29
1888,2020-08-30
1889,2020-08-31
1890,2020-09-01
1891,2020-09-02
1892,2020-09-03
1893,2020-09-04
1894,2020-09-05
1895,2020-09-06
1896,2020-09-07
1897,2020-09-08
1898,2020-09-09
1899,2020-09-10
1900,2020-09-11
1901,2020-09-12
1902,2020-09-13
1903,2020-09-14
1904,2020-09-15
1905,2020-09-16
1906,2020-09-17
1907,2020-09-18
1908,2020-09-19
1909,2020-09-20
1910,2020-09-21
1911,2020-09-22
1912,2020-09-23
1913,2020-09-24
1914,2020-09-25
1915,2020-09-26
1916,2020-09-27
1917,2020-09-28
1918,2020-09-29
1919,2020-09-30
1920,2020-10-01
1921,2020-10-02
1922,2020-10-03
1923,2020-10-04
1924,2020-10-05
1925,2020-10-06
1926,2020-10-07
1927,2020-10-08
1928,2020-10-09
1929,2020-10-10
1930,2020-10-11
1931,2020-10-12
1932,2020-10-13
1933,2020-10-14
1934,2020-10-15
1935,2020-10-16
1936,2020-10-17
1937,2020-10-18
1938,2020-10-19
1939,2020-10-20
1940,2020-10-21
1941,2020-10-22
1942,2020-10-23
1943,2020-10-24
1944,2020-10-25
1945,2020-10-26
1946,2020-10-27
1947,2020-10-28
1948,2020-10-29
1949,2020-10-30
1950,2020-10-31
1951,2020-11-01
1952,2020-11-02
1953,2020-11-03
1954,2020-11-04
1955,2020-11-05
1956,2020-11-06
1957,2020-11-07
1958,2020-11-08
1959,2020-11-09
1960,2020-11-10
1961,2020-11-11
1962,2020-11-12
1963,2020-11-13
1964,2020-11-14
1965,2020-11-15
1966,2020-11-16
1967,2020-11-17
1968,2020-11-18
1969,2020-11-19
1970,2020-11-20
1971,2020-11-21
1972,2020-11-22
1973,2020-11-23
1974,2020-11-24
1975,2020-11-25
1976,2020-11-26
1977,2020-11-27
1978,2020-11-28
1979,2020-11-29
1980,2020-11-30
1981,2020-12-01
1982,2020-12-02
1983,2020-12-03
1984,2020-12-04
1985,2020-12-05
1986,2020-12-06
1987,2020-12-07
1988,2020-12-08
1989,2020-12-09
1990,2020-12-10
1991,2020-12-11
1992,2020-12-12
1993,2020-12-13
1994,2020-12-14
1995,2020-12-15
1996,2020-12-16
1997,2020-12-17
1998,2020-12-18
1999,2020-12-19
2000,2020-12-20
2001,2020-12-21
2002,2020-12-22
2003,2020-12-23
2004,2020-12-24
2005,2020-12-25
2006,2020-12-26
2007,2020-12-27
2008,2020-12-28
2009,2020-12-29
2010,2020-12-30
2011,2020-12-31
2012,2021-01-01
2013,2021-01-02
2014,2021-01-03
2015,2021-01-04
2016,2021-01-05
2017,2021-01-06
2018,2021-01-07
2019,2021-01-08
2020,2021-01-09
2021,2021-01-10
2022,2021-01-11
2023,2021-01-12
2024,2021-01-13
2025,2021-01-14
2026,2021-01-15
2027,2021-01-16
2028,2021-01-17
2029,2021-01-18
2030,2021-01-19
2031,2021-01-20
2032,2021-01-21
2033,2021-01-22
2034,2021-01-23
2035,2021-01-24
2036,2021-01-25
2037,2021-01-26
2038,2021-01-27
2039,2021-01-28
2040,2021-01-29
2041,2021-01-30
2042,2021-01-31
2043,2021-02-01
2044,2021-02-02
2045,2021-02-03
2046,2021-02-04
2047,2021-02-05
2048,2021-02-06
2049,2021-02-07
2050,2021-02-08
2051,2021-02-09
2052,2021-02-10
2053,2021-02-11
2054,2021-02-12
2055,2021-02-13
2056,2021-02-14
2057,2021-02-15
2058,2021-02-16
2059,2021-02-17
2060,2021-02-18
2061,2021-02-19
2062,2021-02-20
2063,2021-02-21
2064,2021-02-22
2065,2021-02-23
2066,2021-02-24
2067,2021-02-25
2068,2021-02-26
2069,2021-02-27
2070,2021-02-28
2071,2021-03-01
2072,2021-03-02
2073,2021-03-03
2074,2021-03-04
2075,2021-03-05
2076,2021-03-06
2077,2021-03-07
2078,2021-03-08
2079,2021-03-09
2080,2021-03-10
2081,2021-03-11
2082,2021-03-12
2083,2021-03-13
2084,2021-03-14
2085,2021-03-15
2086,2021-03-16
2087,2021-03-17
2088,2021-03-18
2089,2021-03-19
2090,2021-03-20
2091,2021-03-21
2092,2021-03-22
2093,2021-03-23
2094,2021-03-24
2095,2021-03-25
2096,2021-03-26
2097,2021-03-27
2098,2021-03-28
2099,2021-03-29
2100,2021-03-30
2101,2021-03-31
2102,2021-04-01
2103,2021-04-02
2104,2021-04-03
2105,2021-04-04
2106,2021-04-05
2107,2021-04-06
2108,2021-04-07
2109,2021-04-08
2110,2021-04-09
2111,2021-04-10
2112,2021-04-11
2113,2021-04-12
2114,2021-04-13
2115,2021-04-14
2116,2021-04-15
2117,2021-04-16
2118,2021-04-17
2119,2021-04-18
2120,2021-04-19
2121,2021-04-20
2122,2021-04-21
2123,2021-04-22
2124,2021-04-23
2125,2021-04-24
2126,2021-04-25
2127,2021-04-26
2128,2021-04-27
2129,2021-04-28
2130,2021-04-29
2131,2021-04-30
2132,2021-05-01
2133,2021-05-02
2134,2021-05-03
2135,2021-05-04
2136,2021-05-05
2137,2021-05-06
2138,2021-05-07
2139,2021-05-08
2140,2021-05-09
2141,2021-05-10
2142,2021-05-11
2143,2021-05-12
2144,2021-05-13
2145,2021-05-14
2146,2021-05-15
2147,2021-05-16
2148,2021-05-17
2149,2021-05-18
2150,2021-05-19
2151,2021-05-20
2152,2021-05-21
2153,2021-05-22
2154,2021-05-23
2155,2021-05-24
2156,2021-05-25
2157,2021-05-26
2158,2021-05-27
2159,2021-05-28
2160,2021-05-29
2161,2021-05-30
2162,2021-05-31
2163,2021-06-01
2164,2021-06-02
2165,2021-06-03
2166,2021-06-04
2167,2021-06-05
2168,2021-06-06
2169,2021-06-07
2170,2021-06-08
2171,2021-06-09
2172,2021-06-10
2173,2021-06-11
2174,2021-06-12
2175,2021-06-13
2176,2021-06-14
2177,2021-06-15
2178,2021-06-16
2179,2021-06-17
2180,2021-06-18
2181,2021-06-19
2182,2021-06-20
2183,2021-06-21
2184,2021-06-22
2185,2021-06-23
2186,2021-06-24
2187,2021-06-25
2188,2021-06-26
2189,2021-06-27
2190,2021-06-28
2191,2021-06-29
2192,2021-06-30
2193,2021-07-01
2194,2021-07-02
2195,2021-07-03
2196,2021-07-04
2197,2021-07-05
2198,2021-07-06
2199,2021-07-07
2200,2021-07-08
2201,2021-07-09
2202,2021-07-10
2203,2021-07-11
2204,2021-07-12
2205,2021-07-13
2206,2021-07-14
2207,2021-07-15
2208,2021-07-16
2209,2021-07-17
2210,2021-07-18
2211,2021-07-19
2212,2021-07-20
2213,2021-07-21
2214,2021-07-22
2215,2021-07-23
2216,2021-07-24
2217,2021-07-25
2218,2021-07-26
2219,2021-07-27
2220,2021-07-28
2221,2021-07-29
2222,2021-07-30
2223,2021-07-31
2224,2021-08-01
2225,2021-08-02
2226,2021-08-03
2227,2021-08-04
2228,2021-08-05
2229,2021-08-06
2230,2021-08-07
2231,2021-08-08
2232,2021-08-09
2233,2021-08-10
2234,2021-08-11
2235,2021-08-12
2236,2021-08-13
2237,2021-08-14
2238,2021-08-15
2239,2021-08-16
2240,2021-08-17
2241,2021-08-18
2242,2021-08-19
2243,2021-08-20
2244,2021-08-21
2245,2021-08-22
2246,2021-08-23
2247,2021-08-24
2248,2021-08-25
2249,2021-08-26
2250,2021-08-27
2251,2021-08-28
2252,2021-08-29
2253,2021-08-30
2254,2021-08-31
2255,2021-09-01
2256,2021-09-02
2257,2021-09-03
2258,2021-09-04
2259,2021-09-05
2260,2021-09-06
2261,2021-09-07
2262,2021-09-08
2263,2021-09-09
2264,2021-09-10
2265,2021-09-11
2266,2021-09-12
2267,2021-09-13
2268,2021-09-14
2269,2021-09-15
2270,2021-09-16
2271,2021-09-17
2272,2021-09-18
2273,2021-09-19
2274,2021-09-20
2275,2021-09-21
2276,2021-09-22
2277,2021-09-23
2278,2021-09-24
2279,2021-09-25
2280,2021-09-26
2281,2021-09-27
2282,2021-09-28
2283,2021-09-29
2284,2021-09-30
2285,2021-10-01
2286,2021-10-02
2287,2021-10-03
2288,2021-10-04
2289,2021-10-05
2290,2021-10-06
2291,2021-10-07
2292,2021-10-08
2293,2021-10-09
2294,2021-10-10
2295,2021-10-11
2296,2021-10-12
2297,2021-10-13
2298,2021-10-14
2299,2021-10-15
2300,2021-10-16
2301,2021-10-17
2302,2021-10-18
2303,2021-10-19
2304,2021-10-20
2305,2021-10-21
2306,2021-10-22
2307,2021-10-23
2308,2021-10-24
2309,2021-10-25
2310,2021-10-26
2311,2021-10-27
2312,2021-10-28
2313,2021-10-29
2314,2021-10-30
2315,2021-10-31
2316,2021-11-01
2317,2021-11-02
2318,2021-11-03
2319,2021-11-04
2320,2021-11-05
2321,2021-11-06
2322,2021-11-07
2323,2021-11-08
2324,2021-11-09
2325,2021-11-10
2326,2021-11-11
2327,2021-11-12
2328,2021-11-13
2329,2021-11-14
2330,2021-11-15
2331,2021-11-16
2332,2021-11-17
2333,2021-11-18
2334,2021-11-19
2335,2021-11-20
2336,2021-11-21
2337,2021-11-22
2338,2021-11-23
2339,2021-11-24
2340,2021-11-25
2341,2021-11-26
2342,2021-11-27
2343,2021-11-28
2344,2021-11-29
2345,2021-11-30
2346,2021-12-01
2347,2021-12-02
2348,2021-12-03
2349,2021-12-04
2350,2021-12-05
2351,2021-12-06
2352,2021-12-07
2353,2021-12-08
2354,2021-12-09
2355,2021-12-10
2356,2021-12-11
2357,2021-12-12
2358,2021-12-13
2359,2021-12-14
2360,2021-12-15
2361,2021-12-16
2362,2021-12-17
2363,2021-12-18
2364,2021-12-19
2365,2021-12-20
2366,2021-12-21
2367,2021-12-22
2368,2021-12-23
2369,2021-12-24
2370,2021-12-25
2371,2021-12-26
2372,2021-12-27
2373,2021-12-28
2374,2021-12-29
2375,2021-12-30
2376,2021-12-31
2377,2022-01-01
2378,2022-01-02
2379,2022-01-03
2380,2022-01-04
2381,2022-01-05
2382,2022-01-06
2383,2022-01-07
2384,2022-01-08
2385,2022-01-09
2386,2022-01-10
2387,2022-01-11
2388,2022-01-12
2389,2022-01-13
2390,2022-01-14
2391,2022-01-15
2392,2022-01-16
2393,2022-01-17
2394,2022-01-18
2395,2022-01-19
2396,2022-01-20
2397,2022-01-21
2398,2022-01-22
2399,2022-01-23
2400,2022-01-24
2401,2022-01-25
2402,2022-01-26
2403,2022-01-27
2404,2022-01-28
2405,2022-01-29
2406,2022-01-30
2407,2022-01-31
2408,2022-02-01
2409,2022-02-02
2410,2022-02-03
2411,2022-02-04
2412,2022-02-05
2413,2022-02-06
2414,2022-02-07
2415,2022-02-08
2416,2022-02-09
2417,2022-02-10
2418,2022-02-11
2419,2022-02-12
2420,2022-02-13
2421,2022-02-14
2422,2022-02-15
2423,2022-02-16
2424,2022-02-17
2425,2022-02-18
2426,2022-02-19
2427,2022-02-20
2428,2022-02-21
2429,2022-02-22
2430,2022-02-23
2431,2022-02-24
2432,2022-02-25
2433,2022-02-26
2434,2022-02-27
2435,2022-02-28
2436,2022-03-01
2437,2022-03-02
2438,2022-03-03
2439,2022-03-04
2440,2022-03-05
2441,2022-03-06
2442,2022-03-07
2443,2022-03-08
2444,2022-03-09
2445,2022-03-10
2446,2022-03-11
2447,2022-03-12
2448,2022-03-13
2449,2022-03-14
2450,2022-03-15
2451,2022-03-16
2452,2022-03-17
2453,2022-03-18
2454,2022-03-19
2455,2022-03-20
2456,2022-03-21
2457,2022-03-22
2458,2022-03-23
2459,2022-03-24
2460,2022-03-25
2461,2022-03-26
2462,2022-03-27
2463,2022-03-28
2464,2022-03-29
2465,2022-03-30
2466,2022-03-31
2467,2022-04-01
2468,2022-04-02
2469,2022-04-03
2470,2022-04-04
2471,2022-04-05
2472,2022-04-06
2473,2022-04-07
2474,2022-04-08
2475,2022-04-09
2476,2022-04-10
2477,2022-04-11
2478,2022-04-12
2479,2022-04-13
2480,2022-04-14
2481,2022-04-15
2482,2022-04-16
2483,2022-04-17
2484,2022-04-18
2485,2022-04-19
2486,2022-04-20
2487,2022-04-21
2488,2022-04-22
2489,2022-04-23
2490,2022-04-24
2491,2022-04-25
2492,2022-04-26
2493,2022-04-27
2494,2022-04-28
2495,2022-04-29
2496,2022-04-30
2497,2022-05-01
2498,2022-05-02
2499,2022-05-03
2500,2022-05-04
2501,2022-05-05
2502,2022-05-06
2503,2022-05-07
2504,2022-05-08
2505,2022-05-09
2506,2022-05-10
2507,2022-05-11
2508,2022-05-12
2509,2022-05-13
2510,2022-05-14
2511,2022-05-15
2512,2022-05-16
2513,2022-05-17
2514,2022-05-18
2515,2022-05-19
2516,2022-05-20
2517,2022-05-21
2518,2022-05-22
2519,2022-05-23
2520,2022-05-24
2521,2022-05-25
2522,2022-05-26
2523,2022-05-27
2524,2022-05-28
2525,2022-05-29
2526,2022-05-30
2527,2022-05-31
2528,2022-06-01
2529,2022-06-02
2530,2022-06-03
2531,2022-06-04
2532,2022-06-05
2533,2022-06-06
2534,2022-06-07
2535,2022-06-08
2536,2022-06-09
2537,2022-06-10
2538,2022-06-11
2539,2022-06-12
2540,2022-06-13
2541,2022-06-14
2542,2022-06-15
2543,2022-06-16
2544,2022-06-17
2545,2022-06-18
2546,2022-06-19
2547,2022-06-20
2548,2022-06-21
2549,2022-06-22
2550,2022-06-23
2551,2022-06-24
2552,2022-06-25
2553,2022-06-26
2554,2022-06-27
2555,2022-06-28
2556,2022-06-29
2557,2022-06-30
2558,2022-07-01
2559,2022-07-02
2560,2022-07-03
2561,2022-07-04
2562,2022-07-05
2563,2022-07-06
2564,2022-07-07
2565,2022-07-08
2566,2022-07-09
2567,2022-07-10
2568,2022-07-11
2569,2022-07-12
2570,2022-07-13
2571,2022-07-14
2572,2022-07-15
2573,2022-07-16
2574,2022-07-17
2575,2022-07-18
2576,2022-07-19
2577,2022-07-20
2578,2022-07-21
2579,2022-07-22
2580,2022-07-23
2581,2022-07-24
2582,2022-07-25
2583,2022-07-26
2584,2022-07-27
2585,2022-07-28
2586,2022-07-29
2587,2022-07-30
2588,2022-07-31
2589,2022-08-01
2590,2022-08-02
2591,2022-08-03
2592,2022-08-04
2593,2022-08-05
2594,2022-08-06
2595,2022-08-07
2596,2022-08-08
2597,2022-08-09
2598,2022-08-10
2599,2022-08-11
2600,2022-08-12
2601,2022-08-13
2602,2022-08-14
2603,2022-08-15
2604,2022-08-16
2605,2022-08-17
2606,2022-08-18
2607,2022-08-19
2608,2022-08-20
2609,2022-08-21
2610,2022-08-22
2611,2022-08-23
2612,2022-08-24
2613,2022-08-25
2614,2022-08-26
2615,2022-08-27
2616,2022-08-28
2617,2022-08-29
2618,2022-08-30
2619,2022-08-31
2620,2022-09-01
2621,2022-09-02
2622,2022-09-03
2623,2022-09-04
2624,2022-09-05
2625,2022-09-06
2626,2022-09-07
2627,2022-09-08
2628,2022-09-09
2629,2022-09-10
2630,2022-09-11
2631,2022-09-12
2632,2022-09-13
2633,2022-09-14
2634,2022-09-15
2635,2022-09-16
2636,2022-09-17
2637,2022-09-18
2638,2022-09-19
2639,2022-09-20
2640,2022-09-21
2641,2022-09-22
2642,2022-09-23
2643,2022-09-24
2644,2022-09-25
2645,2022-09-26
2646,2022-09-27
2647,2022-09-28
2648,2022-09-29
2649,2022-09-30
2650,2022-10-01
2651,2022-10-02
2652,2022-10-03
2653,2022-10-04
2654,2022-10-05
2655,2022-10-06
2656,2022-10-07
2657,2022-10-08
2658,2022-10-09
2659,2022-10-10
2660,2022-10-11
2661,2022-10-12
2662,2022-10-13
2663,2022-10-14
2664,2022-10-15
2665,2022-10-16
2666,2022-10-17
2667,2022-10-18
2668,2022-10-19
2669,2022-10-20
2670,2022-10-21
2671,2022-10-22
2672,2022-10-23
2673,2022-10-24
2674,2022-10-25
2675,2022-10-26
2676,2022-10-27
2677,2022-10-28
2678,2022-10-29
2679,2022-10-30
2680,2022-10-31
2681,2022-11-01
2682,2022-11-02
2683,2022-11-03
2684,2022-11-04
2685,2022-11-05
2686,2022-11-06
2687,2022-11-07
2688,2022-11-08
2689,2022-11-09
2690,2022-11-10
2691,2022-11-11
2692,2022-11-12
2693,2022-11-13
2694,2022-11-14
2695,2022-11-15
2696,2022-11-16
2697,2022-11-17
2698,2022-11-18
2699,2022-11-19
2700,2022-11-20
2701,2022-11-21
2702,2022-11-22
2703,2022-11-23
2704,2022-11-24
2705,2022-11-25
2706,2022-11-26
2707,2022-11-27
2708,2022-11-28
2709,2022-11-29
2710,2022-11-30
2711,2022-12-01
2712,2022-12-02
2713,2022-12-03
2714,2022-12-04
2715,2022-12-05
2716,2022-12-06
2717,2022-12-07
2718,2022-12-08
2719,2022-12-09
2720,2022-12-10
2721,2022-12-11
2722,2022-12-12
2723,2022-12-13
2724,2022-12-14
2725,2022-12-15
2726,2022-12-16
2727,2022-12-17
2728,2022-12-18
2729,2022-12-19
2730,2022-12-20
2731,2022-12-21
2732,2022-12-22
2733,2022-12-23
2734,2022-12-24
2735,2022-12-25
2736,2022-12-26
2737,2022-12-27
2738,2022-12-28
2739,2022-12-29
2740,2022-12-30
2741,2022-12-31
2742,2023-01-01
2743,2023-01-02
2744,2023-01-03
2745,2023-01-04
2746,2023-01-05
2747,2023-01-06
2748,2023-01-07
2749,2023-01-08
2750,2023-01-09
2751,2023-01-10
2752,2023-01-11
2753,2023-01-12
2754,2023-01-13
2755,2023-01-14
2756,2023-01-15
2757,2023-01-16
2758,2023-01-17
2759,2023-01-18
2760,2023-01-19
2761,2023-01-20
2762,2023-01-21
2763,2023-01-22
2764,2023-01-23
2765,2023-01-24
2766,2023-01-25
2767,2023-01-26
2768,2023-01-27
2769,2023-01-28
2770,2023-01-29
2771,2023-01-30
2772,2023-01-31
2773,2023-02-01
2774,2023-02-02
2775,2023-02-03
2776,2023-02-04
2777,2023-02-05
2778,2023-02-06
2779,2023-02-07
2780,2023-02-08
2781,2023-02-09
2782,2023-02-10
2783,2023-02-11
2784,2023-02-12
2785,2023-02-13
2786,2023-02-14
2787,2023-02-15
2788,2023-02-16
2789,2023-02-17
2790,2023-02-18
2791,2023-02-19
2792,2023-02-20
2793,2023-02-21
2794,2023-02-22
2795,2023-02-23
2796,2023-02-24
2797,2023-02-25
2798,2023-02-26
2799,2023-02-27
2800,2023-02-28
2801,2023-03-01
2802,2023-03-02
2803,2023-03-03
2804,2023-03-04
2805,2023-03-05
2806,2023-03-06
2807,2023-03-07
2808,2023-03-08
2809,2023-03-09
2810,2023-03-10
2811,2023-03-11
2812,2023-03-12
2813,2023-03-13
2814,2023-03-14
2815,2023-03-15
2816,2023-03-16
2817,2023-03-17
2818,2023-03-18
2819,2023-03-19
2820,2023-03-20
2821,2023-03-21
2822,2023-03-22
2823,2023-03-23
2824,2023-03-24
2825,2023-03-25
2826,2023-03-26
2827,2023-03-27
2828,2023-03-28
2829,2023-03-29
2830,2023-03-30
2831,2023-03-31
2832,2023-04-01
2833,2023-04-02
2834,2023-04-03
2835,2023-04-04
2836,2023-04-05
2837,2023-04-06
2838,2023-04-07
2839,2023-04-08
2840,2023-04-09
2841,2023-04-10
2842,2023-04-11
2843,2023-04-12
2844,2023-04-13
2845,2023-04-14
2846,2023-04-15
2847,2023-04-16
2848,2023-04-17
2849,2023-04-18
2850,2023-04-19
2851,2023-04-20
2852,2023-04-21
2853,2023-04-22
2854,2023-04-23
2855,2023-04-24
2856,2023-04-25
2857,2023-04-26
2858,2023-04-27
2859,2023-04-28
2860,2023-04-29
2861,2023-04-30
2862,2023-05-01
2863,2023-05-02
2864,2023-05-03
2865,2023-05-04
2866,2023-05-05
2867,2023-05-06
2868,2023-05-07
2869,2023-05-08
2870,2023-05-09
2871,2023-05-10
2872,2023-05-11
2873,2023-05-12
2874,2023-05-13
2875,2023-05-14
2876,2023-05-15
2877,2023-05-16
2878,2023-05-17
2879,2023-05-18
2880,2023-05-19
2881,2023-05-20
2882,2023-05-21
2883,2023-05-22
2884,2023-05-23
2885,2023-05-24
2886,2023-05-25
2887,2023-05-26
2888,2023-05-27
2889,2023-05-28
2890,2023-05-29
2891,2023-05-30
2892,2023-05-31
2893,2023-06-01
2894,2023-06-02
2895,2023-06-03
