DATE,LAT,LON,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,WS2M,T2M_MAX,T2M_MIN
2022-06-30,-35.1191,-71.6231,5.3100,3.9400,80.2100,2.1600,15.0300,5.5400
2022-06-30,-34.7132,-71.6290,8.7500,1.2100,81.5900,2.8800,15.2200,6.5800
2022-06-30,-35.0274,-71.4280,5.3100,1.5200,66.6700,0.8800,17.7500,7.2700
2022-06-30,-35.3440,-71.8060,5.3100,6.8200,79.6900,1.5200,14.1900,5.5800
2022-06-30,-34.2790,-71.4926,8.7500,0.5900,65.1800,0.9800,18.3000,7.3900
2022-06-30,-35.3898,-71.7349,5.3100,6.8200,79.6900,1.5200,14.1900,5.5800
2022-07-01,-34.2790,-71.4926,6.1800,10.2400,87.4800,1.3900,10.0700,4.2300
2022-07-01,-35.3440,-71.8060,6.2500,5.4000,86.1500,1.8300,11.5900,4.7400
2022-07-01,-34.7132,-71.6290,6.1800,10.7100,80.2700,3.3600,12.9500,7.7600
2022-07-01,-35.1191,-71.6231,6.2500,8.5600,83.4500,2.5700,12.3400,5.4300
2022-07-01,-35.3898,-71.7349,6.2500,5.4000,86.1500,1.8300,11.5900,4.7400
2022-07-01,-35.0274,-71.4280,6.2500,9.9300,89.1000,1.1700,8.8400,2.7700
2022-07-02,-35.3898,-71.7349,8.2200,0.6300,83.3600,1.3800,11.9400,3.6300
2022-07-02,-34.2790,-71.4926,10.0500,0.0000,63.5200,0.8500,13.1800,4.1200
2022-07-02,-35.3440,-71.8060,8.2200,0.6300,83.3600,1.3800,11.9400,3.6300
2022-07-02,-34.7132,-71.6290,10.0500,0.0200,70.3900,1.6000,13.0400,7.4600
2022-07-02,-35.1191,-71.6231,8.2200,0.2400,77.1000,1.4900,12.7500,5.0100
2022-07-02,-35.0274,-71.4280,8.2200,0.0000,71.7400,0.8400,12.0300,2.4300
2022-07-03,-34.2790,-71.4926,6.9200,0.0000,56.8600,0.7800,13.7200,6.4300
2022-07-03,-35.3440,-71.8060,7.1200,0.2100,83.6400,0.8500,12.7900,4.3000
2022-07-03,-35.3898,-71.7349,7.1200,0.2100,83.6400,0.8500,12.7900,4.3000
2022-07-03,-35.0274,-71.4280,7.1200,0.0100,62.1900,0.7800,13.0400,5.2700
2022-07-03,-35.1191,-71.6231,7.1200,0.0900,80.4400,1.0500,13.4700,5.9100
2022-07-03,-34.7132,-71.6290,6.9200,0.0100,77.2900,1.4800,13.9300,6.9800
2022-07-04,-35.3898,-71.7349,10.4700,0.9900,89.0100,0.8100,12.9000,4.7400
2022-07-04,-34.7132,-71.6290,11.4400,0.0700,81.6500,1.5100,14.8600,6.8400
2022-07-04,-35.1191,-71.6231,10.4700,0.2900,86.4300,1.2100,14.0600,5.2600
2022-07-04,-35.3440,-71.8060,10.4700,0.9900,89.0100,0.8100,12.9000,4.7400
2022-07-04,-34.2790,-71.4926,11.4400,0.0000,62.4600,0.8600,15.8500,5.8600
2022-07-04,-35.0274,-71.4280,10.4700,0.0200,69.9800,0.7500,14.3500,4.6000
2022-07-05,-35.0274,-71.4280,7.0100,0.2200,62.2600,0.7500,13.8600,4.1900
2022-07-05,-35.3898,-71.7349,7.0100,1.8300,81.2300,1.3200,13.6200,3.2600
2022-07-05,-35.1191,-71.6231,7.0100,0.6900,79.4200,1.4800,14.3300,5.0900
2022-07-05,-34.7132,-71.6290,11.3000,0.0900,76.5000,1.8400,14.4700,6.9100
2022-07-05,-35.3440,-71.8060,7.0100,1.8300,81.2300,1.3200,13.6200,3.2600
2022-07-05,-34.2790,-71.4926,11.3000,0.0500,56.6000,0.8500,14.7400,4.8000
2022-07-06,-35.3898,-71.7349,5.8600,2.7500,85.2000,1.7500,10.7100,3.0700
2022-07-06,-34.2790,-71.4926,5.5000,2.1000,83.7400,1.3600,9.7500,4.7100
2022-07-06,-35.1191,-71.6231,5.8600,2.5400,82.4100,2.5300,11.7100,5.1700
2022-07-06,-35.3440,-71.8060,5.8600,2.7500,85.2000,1.7500,10.7100,3.0700
2022-07-06,-34.7132,-71.6290,5.5000,1.8700,79.9700,3.0100,12.5900,7.2100
2022-07-06,-35.0274,-71.4280,5.8600,2.8000,85.3800,1.1900,8.8000,2.9700
2022-07-07,-35.3440,-71.8060,11.0500,0.0000,80.5300,1.2900,14.3600,1.2100
2022-07-07,-34.7132,-71.6290,11.9300,0.0000,80.9100,3.0700,14.9200,3.6100
2022-07-07,-35.1191,-71.6231,11.0500,0.0000,81.3100,2.0400,14.8300,1.9500
2022-07-07,-35.3898,-71.7349,11.0500,0.0000,80.5300,1.2900,14.3600,1.2100
2022-07-07,-35.0274,-71.4280,11.0500,0.0000,52.0300,0.8800,18.7100,2.5800
2022-07-07,-34.2790,-71.4926,11.9300,0.0000,50.9400,1.0300,18.6300,4.7100
2022-07-08,-34.7132,-71.6290,6.3500,0.0100,83.2300,3.1600,15.5000,6.6300
2022-07-08,-35.3898,-71.7349,6.7900,0.0400,84.1700,1.6800,15.3100,2.4900
2022-07-08,-35.0274,-71.4280,6.7900,0.0100,73.9000,1.1800,16.7100,3.4900
2022-07-08,-34.2790,-71.4926,6.3500,0.0400,77.6000,1.5000,17.4200,3.8400
2022-07-08,-35.3440,-71.8060,6.7900,0.0400,84.1700,1.6800,15.3100,2.4900
2022-07-08,-35.1191,-71.6231,6.7900,0.0200,84.9700,2.4000,15.6800,3.3900
2022-07-09,-35.0274,-71.4280,2.6500,5.9200,90.1300,2.1200,11.1900,5.6700
2022-07-09,-34.2790,-71.4926,2.5900,6.3500,90.9300,2.6200,11.7700,5.5100
2022-07-09,-35.3898,-71.7349,2.6500,8.9800,93.2400,3.0600,11.6900,7.1200
2022-07-09,-35.3440,-71.8060,2.6500,8.9800,93.2400,3.0600,11.6900,7.1200
2022-07-09,-34.7132,-71.6290,2.5900,6.3500,90.5400,6.2600,12.9100,9.1800
2022-07-09,-35.1191,-71.6231,2.6500,8.0300,92.8100,4.7500,12.1900,7.9200
2022-07-10,-35.3898,-71.7349,3.4800,3.3000,94.2000,1.0400,7.9700,4.5600
2022-07-10,-35.3440,-71.8060,3.4800,3.3000,94.2000,1.0400,7.9700,4.5600
2022-07-10,-35.1191,-71.6231,3.4800,4.5000,94.4400,1.8400,8.9900,5.8000
2022-07-10,-35.0274,-71.4280,3.4800,3.7800,91.4000,0.9500,6.5300,4.6900
2022-07-10,-34.7132,-71.6290,3.1900,8.1800,92.8500,2.6500,10.1600,7.5500
2022-07-10,-34.2790,-71.4926,3.1900,5.4800,90.6100,1.2500,7.0300,4.9300
2022-07-11,-35.0274,-71.4280,8.5800,0.0400,77.5700,0.6000,10.8800,3.0200
2022-07-11,-35.1191,-71.6231,8.5800,0.3700,85.7200,1.0400,11.5500,4.5400
2022-07-11,-34.7132,-71.6290,9.5300,0.3200,77.8100,1.2800,12.3600,6.7500
2022-07-11,-35.3440,-71.8060,8.5800,0.6600,86.8400,0.8000,10.8100,3.5600
2022-07-11,-34.2790,-71.4926,9.5300,0.0800,73.5000,0.6600,11.8600,3.9000
2022-07-11,-35.3898,-71.7349,8.5800,0.6600,86.8400,0.8000,10.8100,3.5600
2022-07-12,-35.0274,-71.4280,5.0800,0.3700,61.2900,0.5000,12.5400,3.2400
2022-07-12,-35.1191,-71.6231,5.0800,1.0100,78.3300,0.7600,12.6600,5.1300
2022-07-12,-35.3440,-71.8060,5.0800,3.6100,85.6200,0.7300,10.5000,3.9200
2022-07-12,-34.7132,-71.6290,9.8900,0.0700,74.6800,1.6500,13.9000,6.0200
2022-07-12,-34.2790,-71.4926,9.8900,0.0500,54.9200,0.8000,14.7900,4.2300
2022-07-12,-35.3898,-71.7349,5.0800,3.6100,85.6200,0.7300,10.5000,3.9200
2022-07-13,-35.3898,-71.7349,2.6000,22.6300,94.0000,0.7400,9.9800,1.8300
2022-07-13,-35.1191,-71.6231,2.6000,19.7400,94.1000,1.6400,11.2200,3.8800
2022-07-13,-34.2790,-71.4926,2.7300,10.3700,77.2500,1.4900,12.0700,7.1000
2022-07-13,-35.3440,-71.8060,2.6000,22.6300,94.0000,0.7400,9.9800,1.8300
2022-07-13,-35.0274,-71.4280,2.6000,8.7500,79.6500,1.0800,10.8600,4.8900
2022-07-13,-34.7132,-71.6290,2.7300,20.1700,93.8100,2.7800,12.3100,6.7400
2022-07-14,-35.0274,-71.4280,5.3700,2.6100,86.2200,1.0500,9.4200,0.7000
2022-07-14,-34.7132,-71.6290,5.3300,5.9000,87.3400,3.5500,10.2300,3.7900
2022-07-14,-34.2790,-71.4926,5.3300,5.2000,86.6500,1.4700,10.0300,1.5600
2022-07-14,-35.1191,-71.6231,5.3700,4.9700,89.9900,2.2800,9.0600,1.4500
2022-07-14,-35.3440,-71.8060,5.3700,5.3300,92.5600,1.1100,8.1100,0.8200
2022-07-14,-35.3898,-71.7349,5.3700,5.3300,92.5600,1.1100,8.1100,0.8200
2022-07-15,-35.3440,-71.8060,3.4000,0.3900,92.2600,0.8900,8.1900,2.8500
2022-07-15,-34.2790,-71.4926,3.5600,1.0600,86.7100,0.8600,8.1700,2.9200
2022-07-15,-35.1191,-71.6231,3.4000,0.6800,92.8800,1.3100,7.7200,3.5400
2022-07-15,-34.7132,-71.6290,3.5600,1.6800,91.5200,1.8200,6.4100,4.7400
2022-07-15,-35.0274,-71.4280,3.4000,0.6400,85.9300,0.6500,9.3900,2.1200
2022-07-15,-35.3898,-71.7349,3.4000,0.3900,92.2600,0.8900,8.1900,2.8500
2022-07-16,-34.2790,-71.4926,9.9500,0.0600,77.2600,1.0900,10.9300,1.8600
2022-07-16,-35.0274,-71.4280,8.3400,0.1000,80.1000,0.8700,9.8900,1.8500
2022-07-16,-34.7132,-71.6290,9.9500,0.0900,77.7100,2.0400,10.7800,6.1600
2022-07-16,-35.3898,-71.7349,8.3400,0.0700,89.0800,1.3600,9.4600,3.6600
2022-07-16,-35.1191,-71.6231,8.3400,0.0600,83.0400,1.7300,10.0800,4.3900
2022-07-16,-35.3440,-71.8060,8.3400,0.0700,89.0800,1.3600,9.4600,3.6600
2022-07-17,-34.2790,-71.4926,4.5200,0.0000,61.9700,0.5100,11.7700,3.9500
2022-07-17,-34.7132,-71.6290,4.5200,0.1300,77.5300,1.1900,11.5900,6.9100
2022-07-17,-35.3898,-71.7349,2.7200,1.6200,90.8200,1.2000,8.0000,3.3300
2022-07-17,-35.3440,-71.8060,2.7200,1.6200,90.8200,1.2000,8.0000,3.3300
2022-07-17,-35.0274,-71.4280,2.7200,0.0000,73.2700,0.7100,8.9100,2.4100
2022-07-17,-35.1191,-71.6231,2.7200,0.7100,87.9700,1.3000,9.5900,4.6000
2022-07-18,-34.7132,-71.6290,10.3700,0.0500,87.5900,3.2000,14.7100,5.8700
2022-07-18,-35.3440,-71.8060,6.0200,0.0500,87.8000,1.3400,14.2200,2.8800
2022-07-18,-35.1191,-71.6231,6.0200,0.0900,88.3100,2.1100,14.7400,3.4800
2022-07-18,-35.3898,-71.7349,6.0200,0.0500,87.8000,1.3400,14.2200,2.8800
2022-07-18,-35.0274,-71.4280,6.0200,0.0700,68.2200,0.9900,17.7100,5.2600
2022-07-18,-34.2790,-71.4926,10.3700,0.0600,64.4400,1.1400,17.9100,6.4700
2022-07-19,-35.1191,-71.6231,10.0800,0.0300,80.7500,2.2800,14.6700,0.8100
2022-07-19,-35.0274,-71.4280,10.0800,0.0600,49.7300,0.9800,19.6300,6.2700
2022-07-19,-35.3440,-71.8060,10.0800,0.0400,79.7200,1.8000,14.1400,0.9900
2022-07-19,-34.2790,-71.4926,11.8500,0.0400,45.9400,1.0100,19.3200,8.3700
2022-07-19,-35.3898,-71.7349,10.0800,0.0400,79.7200,1.8000,14.1400,0.9900
2022-07-19,-34.7132,-71.6290,11.8500,0.0300,81.2000,3.4600,14.5300,3.3400
2022-07-20,-35.0274,-71.4280,11.0800,0.1200,55.6900,0.9500,18.4000,6.3000
2022-07-20,-35.3440,-71.8060,11.0800,0.1600,86.8200,1.4400,16.3600,2.4200
2022-07-20,-35.3898,-71.7349,11.0800,0.1600,86.8200,1.4400,16.3600,2.4200
2022-07-20,-35.1191,-71.6231,11.0800,0.1500,88.5900,1.9700,16.3000,2.5100
2022-07-20,-34.2790,-71.4926,12.8800,0.0900,54.8200,0.8800,18.0700,7.8700
2022-07-20,-34.7132,-71.6290,12.8800,0.1300,89.3200,2.9400,15.9100,4.1100
2022-07-21,-35.0274,-71.4280,8.2100,0.0100,52.6900,1.0000,19.8700,7.1500
2022-07-21,-35.1191,-71.6231,8.2100,0.0500,88.1200,1.9800,17.1800,5.6300
2022-07-21,-35.3440,-71.8060,8.2100,0.1300,85.9300,1.2700,16.9600,6.0700
2022-07-21,-34.2790,-71.4926,12.4600,0.0100,54.3500,1.1300,19.7100,8.6600
2022-07-21,-34.7132,-71.6290,12.4600,0.0500,89.5900,3.0800,16.3900,7.3600
2022-07-21,-35.3898,-71.7349,8.2100,0.1300,85.9300,1.2700,16.9600,6.0700
2022-07-22,-35.0274,-71.4280,10.7400,0.0000,62.1000,1.0300,21.4300,7.7200
2022-07-22,-34.2790,-71.4926,12.4700,0.0100,58.5600,1.2200,22.1500,9.1900
2022-07-22,-35.3440,-71.8060,10.7400,0.0400,88.4500,1.2500,18.3300,5.8100
2022-07-22,-35.3898,-71.7349,10.7400,0.0400,88.4500,1.2500,18.3300,5.8100
2022-07-22,-34.7132,-71.6290,12.4700,0.0200,88.0600,3.0400,17.8200,6.8800
2022-07-22,-35.1191,-71.6231,10.7400,0.0200,88.1200,2.0800,18.1900,6.0400
2022-07-23,-35.3898,-71.7349,5.0200,0.2600,92.6300,0.7300,15.0000,8.1000
2022-07-23,-35.1191,-71.6231,5.0200,0.1300,91.6600,1.0900,16.1000,8.1500
2022-07-23,-35.3440,-71.8060,5.0200,0.2600,92.6300,0.7300,15.0000,8.1000
2022-07-23,-35.0274,-71.4280,5.0200,0.0100,70.6900,0.6100,17.4400,9.1000
2022-07-23,-34.7132,-71.6290,8.6500,0.1400,92.2200,1.5000,15.5300,8.9400
2022-07-23,-34.2790,-71.4926,8.6500,0.0300,68.2400,0.6800,17.7700,9.8700
2022-07-24,-35.1191,-71.6231,3.4400,0.1200,94.7500,1.3900,13.4400,7.7600
2022-07-24,-35.3898,-71.7349,3.4400,0.2200,93.6700,1.0600,13.5700,7.1500
2022-07-24,-35.3440,-71.8060,3.4400,0.2200,93.6700,1.0600,13.5700,7.1500
2022-07-24,-34.2790,-71.4926,3.8400,0.0300,76.5300,0.9500,16.4300,7.5500
2022-07-24,-35.0274,-71.4280,3.4400,0.0000,73.1700,0.7700,15.9500,8.2500
2022-07-24,-34.7132,-71.6290,3.8400,0.1300,94.4000,1.9300,13.9900,8.5600
2022-07-25,-34.2790,-71.4926,5.8500,0.0700,79.9200,1.8500,16.6800,7.0500
2022-07-25,-35.3440,-71.8060,6.0200,1.9300,88.2500,2.4400,15.0400,7.7900
2022-07-25,-35.1191,-71.6231,6.0200,0.8600,88.4400,3.7300,14.8900,8.3200
2022-07-25,-35.0274,-71.4280,6.0200,0.0400,74.6800,1.5500,17.0300,6.9300
2022-07-25,-35.3898,-71.7349,6.0200,1.9300,88.2500,2.4400,15.0400,7.7900
2022-07-25,-34.7132,-71.6290,5.8500,0.3900,89.7100,4.8300,14.5200,9.0000
2022-07-26,-35.1191,-71.6231,5.5500,0.1900,86.9300,1.8400,14.5700,8.7300
2022-07-26,-35.3898,-71.7349,5.5500,0.5000,88.7800,1.3200,13.8200,7.4100
2022-07-26,-34.2790,-71.4926,7.9800,0.0300,82.8100,0.9500,14.2300,7.5100
2022-07-26,-34.7132,-71.6290,7.9800,0.1500,88.6700,2.3500,14.8000,9.4900
2022-07-26,-35.3440,-71.8060,5.5500,0.5000,88.7800,1.3200,13.8200,7.4100
2022-07-26,-35.0274,-71.4280,5.5500,0.0300,82.5500,0.7900,13.3000,6.4200
2022-07-27,-35.1191,-71.6231,10.5600,0.0100,84.3800,1.0400,15.3600,5.5600
2022-07-27,-34.2790,-71.4926,11.1100,0.0000,77.7300,0.7900,15.5200,7.0900
2022-07-27,-34.7132,-71.6290,11.1100,0.0100,83.8800,1.5300,15.1100,7.0400
2022-07-27,-35.3898,-71.7349,10.5600,0.0100,85.5200,0.7800,15.0100,4.6600
2022-07-27,-35.3440,-71.8060,10.5600,0.0100,85.5200,0.7800,15.0100,4.6600
2022-07-27,-35.0274,-71.4280,10.5600,0.0000,78.9200,0.5600,14.6200,6.4900
2022-07-28,-35.1191,-71.6231,12.8300,0.0000,77.0500,2.6400,16.3600,3.8100
2022-07-28,-34.7132,-71.6290,13.9300,0.0000,77.2200,3.7000,16.6700,5.1900
2022-07-28,-34.2790,-71.4926,13.9300,0.0000,57.1900,1.5000,17.7900,5.4900
2022-07-28,-35.3898,-71.7349,12.8300,0.0000,75.9100,1.9500,15.2700,3.3700
2022-07-28,-35.0274,-71.4280,12.8300,0.0000,55.4700,1.3400,17.8200,4.6600
2022-07-28,-35.3440,-71.8060,12.8300,0.0000,75.9100,1.9500,15.2700,3.3700
2022-07-29,-35.0274,-71.4280,12.3400,0.0000,45.0600,0.6400,22.3100,7.6200
2022-07-29,-34.7132,-71.6290,12.5800,0.0000,84.1700,2.2200,15.6200,4.1200
2022-07-29,-34.2790,-71.4926,12.5800,0.0000,49.1000,0.7300,21.3300,6.3800
2022-07-29,-35.3440,-71.8060,12.3400,0.0000,76.8800,1.3700,16.8200,2.8700
2022-07-29,-35.1191,-71.6231,12.3400,0.0000,81.4600,1.4100,16.9300,1.4300
2022-07-29,-35.3898,-71.7349,12.3400,0.0000,76.8800,1.3700,16.8200,2.8700
2022-07-30,-34.7132,-71.6290,5.2300,0.0000,85.9700,1.8500,14.1500,7.9600
2022-07-30,-35.3898,-71.7349,7.8100,0.0000,89.6800,0.9000,13.5100,3.8000
2022-07-30,-35.3440,-71.8060,7.8100,0.0000,89.6800,0.9000,13.5100,3.8000
2022-07-30,-35.1191,-71.6231,7.8100,0.0000,89.2400,1.3500,13.8500,5.5100
2022-07-30,-34.2790,-71.4926,5.2300,0.0000,78.0400,1.0400,15.2400,6.0000
2022-07-30,-35.0274,-71.4280,7.8100,0.0000,71.6100,0.8600,15.0000,6.3300
2022-07-31,-34.7132,-71.6290,13.0300,0.0000,83.7600,1.6600,14.6500,8.0500
2022-07-31,-35.0274,-71.4280,11.8700,0.0000,62.0100,0.6100,18.7900,7.3400
2022-07-31,-34.2790,-71.4926,13.0300,0.0000,66.4300,0.7400,18.3900,7.7300
2022-07-31,-35.1191,-71.6231,11.8700,0.0000,85.6800,1.1200,15.6100,6.2200
2022-07-31,-35.3440,-71.8060,11.8700,0.0000,85.8900,0.8200,15.9100,5.0400
2022-07-31,-35.3898,-71.7349,11.8700,0.0000,85.8900,0.8200,15.9100,5.0400
2022-08-01,-35.3898,-71.7349,8.7100,0.0000,85.4400,1.3400,14.8300,3.5300
2022-08-01,-35.1191,-71.6231,8.7100,0.0000,84.3900,1.7800,15.1700,3.7900
2022-08-01,-35.0274,-71.4280,8.7100,0.0000,67.6000,0.6800,16.3400,6.5400
2022-08-01,-35.3440,-71.8060,8.7100,0.0000,85.4400,1.3400,14.8300,3.5300
2022-08-01,-34.7132,-71.6290,4.6000,0.0000,83.8800,2.6700,14.9700,5.8200
2022-08-01,-34.2790,-71.4926,4.6000,0.0000,72.8500,0.8600,16.2600,6.2600
2022-08-02,-35.0274,-71.4280,11.8800,0.0000,61.5600,0.9200,17.2700,5.5500
2022-08-02,-35.3440,-71.8060,11.8800,0.0000,79.4300,1.6000,15.3600,1.8100
2022-08-02,-34.2790,-71.4926,13.7600,0.0000,62.6400,0.9000,17.5000,6.0900
2022-08-02,-35.1191,-71.6231,11.8800,0.0000,79.8900,2.0700,15.8700,2.0200
2022-08-02,-34.7132,-71.6290,13.7600,0.0000,80.7000,3.0900,15.5600,4.3100
2022-08-02,-35.3898,-71.7349,11.8800,0.0000,79.4300,1.6000,15.3600,1.8100
2022-08-03,-35.1191,-71.6231,9.5800,0.0000,83.3900,1.5100,13.7300,0.9800
2022-08-03,-34.2790,-71.4926,13.3300,0.0000,65.5600,0.6800,14.6800,3.6300
2022-08-03,-35.3898,-71.7349,9.5800,0.0000,82.2400,1.1800,13.3600,1.0400
2022-08-03,-35.3440,-71.8060,9.5800,0.0000,82.2400,1.1800,13.3600,1.0400
2022-08-03,-34.7132,-71.6290,13.3300,0.0100,82.8500,2.3400,13.3800,3.6800
2022-08-03,-35.0274,-71.4280,9.5800,0.0000,59.1800,0.6000,14.5100,4.7500
2022-08-04,-35.0274,-71.4280,12.1600,0.0000,58.1500,1.0800,16.2100,3.2400
2022-08-04,-35.1191,-71.6231,12.1600,0.0100,82.5400,2.1300,15.1200,2.3300
2022-08-04,-35.3440,-71.8060,12.1600,0.0400,82.8400,1.2700,14.3200,2.1200
2022-08-04,-35.3898,-71.7349,12.1600,0.0400,82.8400,1.2700,14.3200,2.1200
2022-08-04,-34.7132,-71.6290,14.3900,0.0100,82.5400,3.3100,15.2500,2.8800
2022-08-04,-34.2790,-71.4926,14.3900,0.0000,61.3000,1.2700,16.7800,3.9500
2022-08-05,-35.0274,-71.4280,7.5600,3.5000,60.9000,0.8400,16.2200,5.4400
2022-08-05,-35.1191,-71.6231,7.5600,5.2300,89.5500,1.2800,14.1500,4.8400
2022-08-05,-34.2790,-71.4926,13.1800,2.2800,62.8400,0.9800,17.0600,6.3400
2022-08-05,-35.3440,-71.8060,7.5600,4.8200,89.5400,0.7200,11.7500,5.5100
2022-08-05,-35.3898,-71.7349,7.5600,4.8200,89.5400,0.7200,11.7500,5.5100
2022-08-05,-34.7132,-71.6290,13.1800,3.5900,88.8500,2.1500,14.9500,5.9300
2022-08-06,-35.3898,-71.7349,3.5800,21.7100,93.9200,1.7400,11.2900,7.0600
2022-08-06,-35.3440,-71.8060,3.5800,21.7100,93.9200,1.7400,11.2900,7.0600
2022-08-06,-34.7132,-71.6290,4.4500,18.3100,93.1500,3.5700,12.1300,9.7500
2022-08-06,-35.1191,-71.6231,3.5800,19.5700,93.8300,2.6300,11.4500,8.1800
2022-08-06,-35.0274,-71.4280,3.5800,19.8100,88.2900,1.2700,10.9400,4.9600
2022-08-06,-34.2790,-71.4926,4.4500,17.4100,90.0500,1.6400,11.2200,6.1400
2022-08-07,-35.3898,-71.7349,9.4800,3.5200,90.0700,1.5200,11.7800,4.8900
2022-08-07,-35.1191,-71.6231,9.4800,1.8000,90.6900,2.1500,10.8400,5.0000
2022-08-07,-34.2790,-71.4926,10.4700,0.6000,82.0000,1.3600,12.4400,4.1700
2022-08-07,-35.0274,-71.4280,9.4800,1.3300,81.6700,1.1600,12.0700,3.6900
2022-08-07,-35.3440,-71.8060,9.4800,3.5200,90.0700,1.5200,11.7800,4.8900
2022-08-07,-34.7132,-71.6290,10.4700,0.8600,89.2100,2.7000,11.0500,6.3100
2022-08-08,-35.0274,-71.4280,13.7900,0.0000,56.8100,1.2000,15.9000,2.3400
2022-08-08,-35.3440,-71.8060,13.7900,0.0300,80.5900,1.7500,14.3900,2.6300
2022-08-08,-35.3898,-71.7349,13.7900,0.0300,80.5900,1.7500,14.3900,2.6300
2022-08-08,-35.1191,-71.6231,13.7900,0.0100,81.8900,2.3200,14.9800,2.9100
2022-08-08,-34.7132,-71.6290,14.8600,0.0000,80.1500,3.3100,15.1900,5.0300
2022-08-08,-34.2790,-71.4926,14.8600,0.0000,56.1100,1.3900,16.0400,4.3100
2022-08-09,-35.3440,-71.8060,13.8500,0.0000,64.6500,1.1200,17.4000,2.1300
2022-08-09,-35.1191,-71.6231,13.8500,0.0000,68.4200,1.6100,18.6900,2.1300
2022-08-09,-34.2790,-71.4926,14.9500,0.0000,35.7600,0.8200,23.8600,6.6700
2022-08-09,-35.3898,-71.7349,13.8500,0.0000,64.6500,1.1200,17.4000,2.1300
2022-08-09,-34.7132,-71.6290,14.9500,0.0000,73.2700,2.3800,18.0500,3.2700
2022-08-09,-35.0274,-71.4280,13.8500,0.0000,35.4000,0.7300,23.2500,6.6800
2022-08-10,-34.2790,-71.4926,14.8900,0.0100,53.7600,0.7800,17.0300,7.1600
2022-08-10,-35.1191,-71.6231,14.8500,0.0000,82.0100,1.4600,15.0800,3.0300
2022-08-10,-35.3440,-71.8060,14.8500,0.0000,78.5300,1.0200,15.1800,3.2900
2022-08-10,-35.0274,-71.4280,14.8500,0.0000,48.7900,0.6100,16.9400,6.5600
2022-08-10,-35.3898,-71.7349,14.8500,0.0000,78.5300,1.0200,15.1800,3.2900
2022-08-10,-34.7132,-71.6290,14.8900,0.0300,82.5300,2.3500,14.7200,5.6100
2022-08-11,-35.1191,-71.6231,14.6500,0.0500,82.9100,1.7000,14.9200,1.5200
2022-08-11,-35.3898,-71.7349,14.6500,0.0600,77.6900,1.3000,15.6600,3.1200
2022-08-11,-34.2790,-71.4926,14.7200,0.0000,59.7800,0.8400,17.9500,4.9400
2022-08-11,-35.0274,-71.4280,14.6500,0.0000,56.0400,0.8300,18.4100,5.0900
2022-08-11,-35.3440,-71.8060,14.6500,0.0600,77.6900,1.3000,15.6600,3.1200
2022-08-11,-34.7132,-71.6290,14.7200,0.0300,83.2800,2.2900,14.2300,3.2600
2022-08-12,-34.2790,-71.4926,10.5400,0.0000,75.8700,0.8500,13.5500,4.8700
2022-08-12,-35.0274,-71.4280,8.7700,0.0000,78.1600,0.6700,12.5200,4.1700
2022-08-12,-35.3440,-71.8060,8.7700,0.1100,89.7600,1.1000,11.2800,4.5400
2022-08-12,-34.7132,-71.6290,10.5400,0.0300,87.6500,1.4100,10.8000,6.9100
2022-08-12,-35.1191,-71.6231,8.7700,0.0700,88.9800,1.2500,11.8800,5.7600
2022-08-12,-35.3898,-71.7349,8.7700,0.1100,89.7600,1.1000,11.2800,4.5400
2022-08-13,-35.0274,-71.4280,11.4400,0.0800,63.5500,0.7500,16.4000,5.2500
2022-08-13,-35.3898,-71.7349,11.4400,1.0300,89.0300,1.2800,14.0900,4.5600
2022-08-13,-35.1191,-71.6231,11.4400,0.2500,88.8900,1.2900,14.7900,4.5400
2022-08-13,-34.2790,-71.4926,14.2600,0.0100,63.8300,0.8200,16.9300,6.2300
2022-08-13,-34.7132,-71.6290,14.2600,0.0300,86.8000,1.3400,14.7500,6.2300
2022-08-13,-35.3440,-71.8060,11.4400,1.0300,89.0300,1.2800,14.0900,4.5600
2022-08-14,-35.0274,-71.4280,4.5300,0.9300,90.4400,1.1400,9.9900,4.7900
2022-08-14,-35.3898,-71.7349,4.5300,4.4800,90.5100,1.8100,12.1000,4.5200
2022-08-14,-34.2790,-71.4926,4.6000,0.8600,88.4200,1.4000,11.0000,5.6700
2022-08-14,-35.1191,-71.6231,4.5300,2.6000,91.8900,2.5000,12.0600,5.8600
2022-08-14,-34.7132,-71.6290,4.6000,1.7900,92.5900,3.2000,12.2500,7.7200
2022-08-14,-35.3440,-71.8060,4.5300,4.4800,90.5100,1.8100,12.1000,4.5200
2022-08-15,-35.1191,-71.6231,11.5300,0.6900,75.8900,1.3600,11.3600,4.6000
2022-08-15,-35.3898,-71.7349,11.5300,1.8700,81.8800,1.3100,10.1100,2.4100
2022-08-15,-35.0274,-71.4280,11.5300,0.2700,77.6800,0.6600,10.7300,1.5300
2022-08-15,-34.7132,-71.6290,14.2600,0.1900,70.8100,1.6700,12.3300,6.8200
2022-08-15,-34.2790,-71.4926,14.2600,0.2300,73.5700,0.7000,12.3900,3.9400
2022-08-15,-35.3440,-71.8060,11.5300,1.8700,81.8800,1.3100,10.1100,2.4100
2022-08-16,-35.1191,-71.6231,3.0100,10.0400,94.5200,2.9800,11.4100,5.7300
2022-08-16,-35.3898,-71.7349,3.0100,14.3300,95.6900,2.2800,10.9600,4.9100
