param,base_value,min_sampled,max_sampled,pearson_r,spearman_r,std_beta_abs,rf_importance,perm_importance_mean
root_frac_layer1,0.3333333333333333,0.2666716712474883,0.3999876804714137,0.019787205744058813,0.018028780507195124,0.0015788477075991403,0.0006684432028464432,0.000248599454163075
RelTr_a,6.17,4.939100615065635,7.403626963767787,0.01820815595234339,0.023277614819403707,0.0012851551987857583,0.0006236206962213344,0.00021012736486823632
T_opt_chill_alt,7.2,5.760195388888924,8.638470689598345,0.017911990332451926,0.015825539456384864,0.003346127507041164,0.0006555018411203532,0.00022795503700976383
FTSWo,0.4,0.3201161905508823,0.479987371035279,0.017221833215441466,0.023494003373500844,0.0024833107737227246,0.0006967713733502687,0.00024577843154045543
PClf_pot_base,0.18,0.1440120075588556,0.2159650736718925,0.015362526838354415,0.013448079362019841,0.013878774823611531,0.000688879256910827,0.00024375665838278772
TMAXo,30.0,24.007070772500853,35.98189201211467,0.01508983796150223,0.016782415195603802,0.00038044084194268295,0.0006568892168841009,0.00023035840053895474
SALB,0.2,0.1600052175645153,0.2399849732512986,0.014556159463572024,0.01475757368939342,0.00036363917734756114,0.0006363543438602339,0.0002344699134004295
LAI_ini,3.5,2.8005057770093376,4.199792135597477,0.013234251085956354,0.018951568737892183,0.025102731116028416,0.0007933494810660889,0.0003438829864210069
TTSW1,70.0,56.00766842170555,83.99656302257642,0.01259418520200212,0.015374028843507212,0.001788094662953636,0.0006360858298877092,0.00023196098638477529
root_frac_layer2,0.6666666666666666,0.5334033376549707,0.7998865722343991,-0.010977053127025311,-0.009250272812568202,0.0003299674282735525,0.0006698995805134466,0.00024305179304585274
Irrigation_Efficiency,0.95,0.7600492491293702,1.1398772348765631,-0.009378019175829623,-0.009427083856770964,0.0012351415784285931,0.0005101217967206035,0.00017383628169855095
forcing_e,9.0,7.200415729553546,10.79689452805621,-0.008894744434087257,-0.005160892290223072,0.0007493784874689043,0.0005984357293841614,0.0001970368947783093
forcing_d,0.5,0.4001666925032581,0.5999403866704798,-0.007234138312637354,-0.010836037209009303,0.002782970714799234,0.0007794319597456132,0.0003007591793120194
T_max_chill_alt,16.0,12.802798408283689,19.197332546439767,-0.006713041029807799,-0.0023942180985545244,0.0033692820472739043,0.000641514721345072,0.0002281413731499926
gamma_kpa,0.067,0.053617577520327,0.0803818238221932,0.005586013201956986,0.0030124627531156883,7.766681331757355e-05,0.0006147692860136455,0.00019496740176975594
chill_a,0.01,0.0080034482081969,0.0119999571386589,-0.0034113080322848437,-0.004877684719421179,0.0024321827136638526,0.0006543983968137698,0.00022846670225361206
RelLAI_a,78.24,62.618159607793565,93.87605198612746,0.002331750491420887,0.005893753473438368,0.0011489059853820886,0.0006519853685721223,0.00022648605510490564
Irrigation_Threshold,0.3,0.2402877440799236,0.3599853469224604,-0.0017551081362618764,-0.0038009199502299874,0.007525051028813897,0.0006327958955524301,0.00022580048374458704
Ccrit,350.0,280.22046179031463,419.9926460927081,-0.00023449616522513248,0.005161259790314948,0.01751586114189117,0.0007492443399134103,0.0002815673058197558
